Daily Date,Share Code,Year High (GH¢),Year Low (GH¢),Previous Closing Price - VWAP (GH¢),Opening Price (GH¢),Last Transaction Price (GH¢),Closing Price - VWAP (GH¢),Price Change (GH¢),Closing Bid Price (GH¢),Closing Offer Price (GH¢),Total Shares Traded,Total Value Traded (GH¢)
09/07/2007,EBG,1.46,1.35,1.45,1.45,0,1.46,1.455,1.46,0,"1,000.00",
09/07/2007,EIC,0.99,0.88,0.99,0.99,0,0.99,0.9905,0.99,0,0,
09/07/2007,ETI,1.17,1.14,1.17,1.17,0,1.17,,,,0,
09/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,1.9607,1.96,0,0,
09/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0.6811,0.68,0,"5,900.00",
09/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0.9563,0.96,0,0,
09/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,,,,0,
09/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,200,
09/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
09/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
09/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,,,,0,
09/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,,,,0,
09/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,18.0616,18.06,0,0,
09/07/2007,SCB PREF,0.52,0.52,0.52,0.52,0,0.52,,,,0,
09/07/2007,SG-SSB,0.83,0.6,0.83,0.83,0,0.83,0.8256,0.83,0,"4,300.00",
09/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
09/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,,,,0,
09/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,,,,0,
09/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,5.445,5.45,0,0,
09/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,500,
09/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,,,,0,
10/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
10/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,0,0.12,0,
10/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
10/07/2007,AGA,30,30,30,30,0,30,0,,,0,
10/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,0,
10/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
10/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
10/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,"2,300.00",
10/07/2007,EBG,1.46,1.35,1.46,1.46,0,1.46,0.001,1.46,0,"1,000.00",
10/07/2007,EIC,0.99,0.88,0.99,0.99,0,0.99,0,0.99,0,0,
10/07/2007,ETI,1.17,1.14,1.17,1.17,0,1.17,0,,,0,
10/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0.0001,1.96,0,400,
10/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0.0001,0.68,0,400,
10/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0.0008,0.96,0,400,
10/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
10/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,0,
10/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
10/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
10/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
10/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,,,0,
10/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0.0001,18.06,0,400,
10/07/2007,SCB PREF,0.52,0.5,0.52,0.52,0,0.5,-0.02,0,0.52,"2,700.00",
10/07/2007,SG-SSB,0.83,0.6,0.83,0.83,0,0.83,0.0006,0.83,0,500,
10/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
10/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
10/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,0,
10/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
10/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
10/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,,,800,
10/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,300,
10/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,"1,000.00",
10/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,"6,800.00",
10/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.5,0,
11/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0.001,,,"3,000.00",
11/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
11/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
11/07/2007,AGA,30,30,30,30,0,30,0,,,0,
11/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,"433,000.00",
11/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
11/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,0,
11/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.55,0,
11/07/2007,CAL,0.31,0.2,0.28,0.28,0,0.31,0.0281,0.28,0,"10,600.00",
11/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,0,
11/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
11/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
11/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,0,
11/07/2007,EBG,1.46,1.35,1.46,1.46,0,1.46,0.0002,1.46,0,600,
11/07/2007,EIC,0.99,0.88,0.99,0.99,0,0.99,0,0.99,0,0,
11/07/2007,ETI,1.17,1.14,1.17,1.17,0,1.17,0,,,0,
11/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
11/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0.0004,0.68,0,700,
11/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0,0.96,0,0,
11/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
11/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,,,0,
11/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
11/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
11/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
11/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,0.72,0,0,
11/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
11/07/2007,SCB PREF,0.52,0.5,0.5,0.5,0,0.5,0,,,0,
11/07/2007,SG-SSB,0.83,0.6,0.83,0.83,0,0.83,0,0.83,0,0,
11/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
11/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
11/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,0,
11/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
11/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
11/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0.0005,,,400,
12/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
12/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
12/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
12/07/2007,AGA,30,30,30,30,0,30,0,,,0,
12/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.73,0,
12/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
12/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,0,
12/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.5,0,
12/07/2007,CAL,0.31,0.2,0.31,0.31,0,0.31,0.0001,0.31,0,"25,800.00",
12/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,0,
12/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
12/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
12/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,0,
12/07/2007,EBG,1.46,1.35,1.46,1.46,0,1.46,0.0003,1.46,0,500,
12/07/2007,EIC,1.03,0.88,0.99,0.99,0,1.03,0.0345,0.99,0,"150,000.00",
12/07/2007,ETI,1.17,1.14,1.17,1.17,0,1.17,0,,,"1,460,100.00",
12/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0.0002,1.96,0,200,
12/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0,0.68,0,0,
12/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0.0001,0.96,0,200,
12/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
12/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,,,0,
12/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
12/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
12/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
12/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,0.72,0,0,
12/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
12/07/2007,SCB PREF,0.52,0.5,0.5,0.5,0,0.5,0,,,0,
12/07/2007,SG-SSB,0.83,0.6,0.83,0.83,0,0.83,0.0004,0.83,0,200,
12/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
12/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
12/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,0,
12/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
12/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
12/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,,,100,
13/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
13/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
13/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
13/07/2007,AGA,30,30,30,30,0,30,0,0,0.06,0,
13/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,500,
13/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
13/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,0,
13/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
13/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
13/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,100,
13/07/2007,EBG,1.46,1.35,1.46,1.46,0,1.46,0.0002,1.46,0,200,
13/07/2007,EIC,1.03,0.88,1.03,1.03,0,1.03,0.0005,1.03,0,"1,500.00",
13/07/2007,ETI,1.17,1.14,1.17,1.17,0,1.17,0,,,0,
13/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
13/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0.0001,0.68,0,500,
13/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0.0009,0.96,0,"4,100.00",
13/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
13/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,,,0,
13/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
13/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
13/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
13/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0.0004,0.72,0,"1,700.00",
13/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0.0003,18.06,0,200,
13/07/2007,SCB PREF,0.52,0.5,0.5,0.5,0,0.5,0,,,0,
13/07/2007,SG-SSB,0.85,0.6,0.83,0.83,0,0.85,0.023,0.83,0,"111,200.00",
13/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
13/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
13/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,0,
13/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
13/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
13/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,,,0,
13/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,"4,400.00",
13/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.5,0,
13/07/2007,CAL,0.31,0.2,0.31,0.31,0,0.31,0.0001,0.31,0,"4,600.00",
13/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,0,
13/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
16/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
16/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,200,
16/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
16/07/2007,AGA,30,30,30,30,0,30,0,,,0,
16/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,0,
16/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
16/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,0,
16/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.5,0,
16/07/2007,CAL,0.31,0.2,0.31,0.31,0,0.31,0.0004,0.31,0,"1,700.00",
16/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,0,
16/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
16/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
16/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,0,
16/07/2007,EBG,1.46,1.35,1.46,1.46,0,1.46,0.0033,1.46,0,"2,000.00",
16/07/2007,EIC,1.03,0.88,1.03,1.03,0,1.03,0.0002,1.03,0,100,
16/07/2007,ETI,1.17,1.14,1.17,1.17,0,1.17,0,1.17,0,0,
16/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
16/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0.0002,0.68,0,100,
16/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0,0.96,0,0,
16/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
16/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,,,0,
16/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
16/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
16/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
16/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,,,0,
16/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,100,
16/07/2007,SCB PREF,0.52,0.5,0.5,0.5,0,0.5,0,,,0,
16/07/2007,SG-SSB,0.85,0.6,0.85,0.85,0,0.85,0,0.85,0,0,
16/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
16/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
16/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,0,1.33,0,
16/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0.0005,5.45,0,100,
16/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
16/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,,,0,
17/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
17/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
17/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
17/07/2007,AGA,30,30,30,30,0,30,0,,,0,
17/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,0,
17/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
17/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,"3,000.00",
17/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.5,0,
17/07/2007,CAL,0.32,0.2,0.31,0.31,0,0.32,0.0103,0,0.32,"129,500.00",
17/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,0,
17/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
17/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,"2,000.00",
17/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,400,
17/07/2007,EBG,1.48,1.35,1.46,1.46,0,1.48,0.02,1.46,0,"8,400.00",
17/07/2007,EIC,1.03,0.88,1.03,1.03,0,1.03,0.0043,1.03,0,"3,400.00",
17/07/2007,ETI,1.17,1.14,1.17,1.17,0,1.17,0,,,600,
17/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
17/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0.0003,0.68,0,"1,400.00",
17/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0,0.96,0,0,
17/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
17/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,0,
17/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,200,
17/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,,,0,
17/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
17/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,0.72,0,0,
17/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
17/07/2007,SCB PREF,0.52,0.5,0.5,0.5,0,0.5,0,,,0,
17/07/2007,SG-SSB,0.86,0.6,0.85,0.85,0,0.86,0.005,0.86,0,800,
17/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
17/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
17/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,0,1.33,0,
17/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
17/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,100,
17/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,,,100,
18/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
18/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
18/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
18/07/2007,AGA,30,30,30,30,0,30,0,,,0,
18/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,"3,200.00",
18/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
18/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,"16,700.00",
18/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.55,0,
18/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0.0004,0.68,0,600,
18/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0.001,0.96,0,800,
18/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
18/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,0,
18/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
18/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
18/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
18/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,0.72,0,0,
18/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
18/07/2007,SCB PREF,0.52,0.5,0.5,0.5,0,0.5,0,,,0,
18/07/2007,SG-SSB,0.88,0.6,0.86,0.86,0,0.88,0.025,0.86,0,"6,400.00",
18/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
18/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
18/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,0,
18/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
18/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
18/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,,,0,
18/07/2007,CAL,0.32,0.2,0.32,0.32,0,0.32,0,0,0.32,"223,300.00",
18/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,0,0.04,0,
18/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
19/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
19/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
19/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
19/07/2007,AGA,30,30,30,30,0,30,0,,,0,
19/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,"1,000.00",
19/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
19/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,"2,200.00",
19/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.5,0,
19/07/2007,CAL,0.32,0.2,0.32,0.32,0,0.32,0,,,"46,200.00",
19/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,0,0.04,0,
19/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
19/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,0,0.17,0,
19/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,-0.0008,0,0.05,"37,800.00",
19/07/2007,EBG,1.48,1.35,1.48,1.48,0,1.48,0.001,1.48,0,500,
19/07/2007,EIC,1.05,0.88,1.03,1.03,0,1.05,0.02,1.05,0,"31,100.00",
19/07/2007,ETI,1.17,1.14,1.17,1.17,0,1.17,0,,,0,
19/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
19/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0.0001,0.68,0,900,
19/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0.0005,0.96,0,400,
19/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
19/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,0,
19/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
19/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
19/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
19/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,0.72,0,0,
19/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0.0005,18.06,0,200,
19/07/2007,SCB PREF,0.52,0.5,0.5,0.5,0,0.5,0,,,0,
19/07/2007,SG-SSB,0.89,0.6,0.88,0.88,0,0.89,0.01,0.89,0,"5,100.00",
19/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
19/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
19/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,0,
19/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,500,
19/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
19/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,1.9,0,700,
20/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
20/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
20/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
20/07/2007,AGA,30,30,30,30,0,30,0,,,0,
20/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,0,
20/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,100,
20/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,0,
20/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.5,0,
20/07/2007,CAL,0.32,0.2,0.32,0.32,0,0.32,0,0,0.32,"3,876,500.00",
20/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,0,0.04,0,
20/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,"2,200.00",
20/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
20/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,"14,800.00",
20/07/2007,EBG,1.48,1.35,1.48,1.48,0,1.48,0,1.48,0,0,
20/07/2007,EIC,1.05,0.88,1.05,1.05,0,1.05,0,,,200,
20/07/2007,ETI,1.17,1.14,1.17,1.17,0,1.17,0,,,"168,000.00",
20/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
20/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0.0009,0.68,0,"2,600.00",
20/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0.0001,0.96,0,200,
20/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
20/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,100,
20/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
20/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
20/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
20/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,0.72,0,0,
20/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
