Daily Date,Share Code,Year High (GH¢),Year Low (GH¢),Previous Closing Price - VWAP (GH¢),Opening Price (GH¢),Last Transaction Price (GH¢),Closing Price - VWAP (GH¢),Price Change (GH¢),Closing Bid Price (GH¢),Closing Offer Price (GH¢),Total Shares Traded,Total Value Traded (GH¢)
06/02/2012,TRANSOL,0.05,0.05,0.05,0.05,0.05,0.05,0,,,0,
06/02/2012,UNIL,7.46,6.63,7.46,7.46,7.5,7.46,0,7.46,,0,
06/02/2012,UTB,0.32,0.3,0.32,0.32,0.31,0.31,-0.01,,0.31,"133,300.00",
07/02/2012,AADS,0.51,0.5,0.51,0.51,0.51,0.51,0,0.51,,0,
07/02/2012,ACI,0.08,0.08,0.08,0.08,0.08,0.08,0,,,0,
07/02/2012,AGA,34,34,34,34,34,34,0,34,,0,
07/02/2012,ALW,0.13,0.13,0.13,0.13,0.13,0.13,0,,0.13,0,
07/02/2012,AYRTN,0.17,0.17,0.17,0.17,0.17,0.17,0,0.17,,"4,000,000.00",
07/02/2012,BOPP,1.52,1.1,1.51,1.51,1.51,1.52,0.01,1.53,1.6,900,
07/02/2012,CAL,0.28,0.26,0.27,0.27,0.27,0.27,0,0.26,0.27,"116,500.00",
07/02/2012,CLYD,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.05,0,
07/02/2012,CMLT,0.12,0.11,0.11,0.11,0.11,0.11,0,0.12,,0,
07/02/2012,CPC,0.03,0.02,0.02,0.02,0.02,0.02,0,,0.02,0,
07/02/2012,EBG,3.25,3.15,3.18,3.18,3.18,3.19,0.01,3.15,3.25,"39,200.00",
07/02/2012,EGL,0.38,0.35,0.35,0.35,0.35,0.38,0.03,,0.38,300,
07/02/2012,ETI,0.11,0.1,0.1,0.1,0.1,0.1,0,,0.1,"17,500.00",
07/02/2012,FML,2.36,2.2,2.2,2.2,2.2,2.2,0,,2.2,400,
07/02/2012,GCB,1.95,1.85,1.85,1.85,1.85,1.85,0,1.85,1.9,"6,200.00",
07/02/2012,GGBL,1.54,1.53,1.54,1.54,1.54,1.54,0,1.54,,0,
07/02/2012,GOIL,0.33,0.32,0.33,0.33,0.33,0.33,0,0.32,0.34,"28,900.00",
07/02/2012,GSR,2.75,2.75,2.75,2.75,2.75,2.75,0,,,0,
07/02/2012,GWEB,0.04,0.04,0.04,0.04,0.04,0.04,0,,,0,
07/02/2012,HFC,0.45,0.45,0.45,0.45,0.45,0.45,0,,,0,
07/02/2012,MLC,0.11,0.1,0.1,0.1,0.1,0.1,0,,,"10,000.00",
07/02/2012,PBC,0.25,0.25,0.25,0.25,0.25,0.25,0,,0.27,0,
07/02/2012,PKL,0.06,0.06,0.06,0.06,0.06,0.06,0,,,0,
07/02/2012,PZC,0.24,0.24,0.24,0.24,0.24,0.24,0,0.24,,"1,600.00",
07/02/2012,SCB,46.09,45.48,46.09,46.09,46.09,49.09,3,,49.09,340,
07/02/2012,SCB PREF,0.52,0.52,0.52,0.52,0.52,0.52,0,0.52,,0,
07/02/2012,SG-SSB,0.49,0.45,0.45,0.45,0.45,0.45,0,0.45,0.47,0,
07/02/2012,SIC,0.4,0.35,0.35,0.35,0.35,0.35,0,0.35,0.38,0,
07/02/2012,SPL,0.04,0.03,0.04,0.04,0.04,0.04,0,,0.04,0,
07/02/2012,SWL,0.02,0.02,0.02,0.02,0.02,0.02,0,,,0,
07/02/2012,TBL,0.4,0.4,0.4,0.4,0.4,0.4,0,,0.46,0,
07/02/2012,TLW,31,30,31,31,31,30,-1,30.01,31,240,
07/02/2012,TOTAL,21.25,19.83,21.25,21.25,21.25,21.26,0.01,21.26,,30,
07/02/2012,TRANSOL,0.05,0.05,0.05,0.05,0.05,0.05,0,,0.05,0,
07/02/2012,UNIL,7.46,6.63,7.46,7.46,7.46,7.46,0,7.46,,0,
07/02/2012,UTB,0.32,0.3,0.31,0.31,0.31,0.31,0,,0.31,0,
08/02/2012,CLYD,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.05,0,
08/02/2012,CMLT,0.12,0.11,0.11,0.11,0.11,0.11,0,0.11,,0,
08/02/2012,CPC,0.03,0.02,0.02,0.02,0.02,0.02,0,0.01,0.02,0,
08/02/2012,EBG,3.25,3.15,3.19,3.19,3.2,3.2,0.01,3.15,3.2,100,
08/02/2012,EGL,0.38,0.35,0.38,0.38,0.38,0.38,0,0.38,0.39,"45,000.00",
08/02/2012,ETI,0.11,0.1,0.1,0.1,0.1,0.1,0,0.1,,0,
08/02/2012,FML,2.36,2.2,2.2,2.2,2.2,2.2,0,,2.2,"92,800.00",
08/02/2012,GCB,1.95,1.85,1.85,1.85,1.85,1.85,0,,1.85,200,
08/02/2012,GGBL,1.54,1.53,1.54,1.54,1.54,1.54,0,1.54,,200,
08/02/2012,GOIL,0.33,0.32,0.33,0.33,0.33,0.33,0,0.32,0.35,"135,000.00",
08/02/2012,GSR,2.75,2.75,2.75,2.75,2.75,2.75,0,,,0,
08/02/2012,GWEB,0.04,0.04,0.04,0.04,0.04,0.04,0,,,0,
08/02/2012,HFC,0.45,0.45,0.45,0.45,0.45,0.45,0,,0.46,0,
08/02/2012,MLC,0.11,0.1,0.1,0.1,0.1,0.1,0,0.1,,0,
08/02/2012,PBC,0.25,0.25,0.25,0.25,0.25,0.25,0,,0.25,0,
08/02/2012,PKL,0.06,0.06,0.06,0.06,0.06,0.06,0,,,0,
08/02/2012,PZC,0.24,0.24,0.24,0.24,0.24,0.24,0,,0.24,0,
08/02/2012,SCB,49.09,45.48,49.09,49.09,49.1,49.09,0,49.09,,670,
08/02/2012,SCB PREF,0.52,0.52,0.52,0.52,0.52,0.52,0,0.52,,0,
08/02/2012,SG-SSB,0.49,0.45,0.45,0.45,0.45,0.45,0,0.45,0.47,800,
08/02/2012,SIC,0.4,0.35,0.35,0.35,0.36,0.36,0.01,0.35,0.36,"1,700.00",
08/02/2012,SPL,0.04,0.03,0.04,0.04,0.04,0.04,0,,0.04,0,
08/02/2012,SWL,0.02,0.02,0.02,0.02,0.02,0.02,0,,,0,
08/02/2012,TBL,0.4,0.4,0.4,0.4,0.4,0.4,0,,0.46,0,
08/02/2012,TLW,31,30,30,30,31,31,1,31,,500,
08/02/2012,TOTAL,21.27,19.83,21.26,21.26,21.27,21.27,0.01,21.26,,50,
08/02/2012,TRANSOL,0.05,0.05,0.05,0.05,0.05,0.05,0,,0.05,0,
08/02/2012,UNIL,7.46,6.63,7.46,7.46,7.46,7.46,0,7.46,,0,
08/02/2012,UTB,0.32,0.3,0.31,0.31,0.31,0.31,0,,0.31,0,
08/02/2012,AADS,0.51,0.5,0.51,0.51,0.51,0.51,0,0.51,,0,
08/02/2012,ACI,0.08,0.08,0.08,0.08,0.08,0.08,0,,,0,
09/02/2012,AADS,0.51,0.5,0.51,0.51,0.51,0.51,0,0.51,,0,
09/02/2012,ACI,0.08,0.08,0.08,0.08,0.08,0.08,0,,,0,
09/02/2012,AGA,34,34,34,34,34,34,0,34,,0,
09/02/2012,ALW,0.13,0.13,0.13,0.13,0.13,0.13,0,,0.13,0,
09/02/2012,AYRTN,0.17,0.17,0.17,0.17,0.17,0.17,0,0.17,,0,
09/02/2012,BOPP,1.6,1.1,1.6,1.6,1.7,1.68,0.08,1.71,,"28,600.00",
09/02/2012,CAL,0.28,0.26,0.27,0.27,0.26,0.27,0,0.26,0.28,"99,600.00",
09/02/2012,CLYD,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.05,0,
09/02/2012,CMLT,0.12,0.11,0.11,0.11,0.11,0.11,0,0.11,,0,
09/02/2012,CPC,0.03,0.02,0.02,0.02,0.02,0.02,0,0.01,0.03,0,
09/02/2012,EBG,3.25,3.15,3.2,3.2,3.19,3.2,0,3.15,3.19,"3,700.00",
09/02/2012,EGL,0.38,0.35,0.38,0.38,0.38,0.38,0,0.37,0.38,200,
09/02/2012,ETI,0.11,0.1,0.1,0.1,0.1,0.1,0,0.1,0.11,"61,100.00",
09/02/2012,FML,2.36,2.2,2.2,2.2,2.2,2.2,0,,2.2,"10,000.00",
09/02/2012,GCB,1.95,1.85,1.85,1.85,1.85,1.85,0,1.84,1.85,500,
09/02/2012,GGBL,1.54,1.53,1.54,1.54,1.54,1.54,0,1.54,,0,
09/02/2012,GOIL,0.33,0.32,0.33,0.33,0.33,0.33,0,0.33,0.35,100,
09/02/2012,GSR,2.75,2.75,2.75,2.75,2.75,2.75,0,,2.75,0,
09/02/2012,GWEB,0.04,0.04,0.04,0.04,0.04,0.04,0,,,0,
09/02/2012,HFC,0.45,0.45,0.45,0.45,0.45,0.45,0,,0.45,0,
09/02/2012,MLC,0.11,0.1,0.1,0.1,0.1,0.1,0,0.1,0.11,0,
09/02/2012,PBC,0.25,0.25,0.25,0.25,0.25,0.25,0,0.24,,0,
09/02/2012,PKL,0.06,0.06,0.06,0.06,0.06,0.06,0,,,0,
09/02/2012,PZC,0.24,0.24,0.24,0.24,0.24,0.24,0,0.23,0.24,0,
09/02/2012,SCB,49.09,45.48,49.09,49.09,49.09,49.09,0,49,,10,
09/02/2012,SCB PREF,0.52,0.52,0.52,0.52,0.52,0.52,0,0.52,,0,
09/02/2012,SG-SSB,0.49,0.45,0.45,0.45,0.45,0.45,0,0.45,0.47,600,
09/02/2012,SIC,0.4,0.35,0.36,0.36,0.36,0.36,0,0.35,0.36,"2,400.00",
09/02/2012,SPL,0.04,0.03,0.04,0.04,0.04,0.04,0,,0.04,0,
09/02/2012,SWL,0.02,0.02,0.02,0.02,0.02,0.02,0,,,0,
09/02/2012,TBL,0.4,0.4,0.4,0.4,0.4,0.4,0,,0.4,0,
09/02/2012,TLW,31,30,31,31,31,31,0,31,32,300,
09/02/2012,TOTAL,21.27,19.83,21.27,21.27,21.27,21.27,0,21.26,,0,
09/02/2012,TRANSOL,0.05,0.05,0.05,0.05,0.05,0.05,0,,0.05,0,
09/02/2012,UNIL,7.46,6.63,7.46,7.46,7.46,7.46,0,7.46,,100,
09/02/2012,UTB,0.32,0.3,0.31,0.31,0.31,0.31,0,,0.31,"3,400.00",
10/02/2012,AADS,0.51,0.5,0.51,0.51,0.51,0.51,0,0.51,,0,
10/02/2012,ACI,0.08,0.08,0.08,0.08,0.08,0.08,0,,,0,
10/02/2012,AGA,34,34,34,34,34,34,0,34,,0,
10/02/2012,ALW,0.13,0.13,0.13,0.13,0.13,0.13,0,,0.13,0,
10/02/2012,AYRTN,0.17,0.17,0.17,0.17,0.17,0.17,0,0.17,,"2,500.00",
10/02/2012,BOPP,1.77,1.1,1.68,1.68,1.78,1.77,0.09,1.77,1.8,"65,500.00",
10/02/2012,CAL,0.28,0.26,0.27,0.27,0.27,0.27,0,0.27,0.28,"8,500.00",
10/02/2012,CLYD,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.05,0,
10/02/2012,CMLT,0.12,0.11,0.11,0.11,0.11,0.11,0,0.11,,0,
10/02/2012,CPC,0.03,0.02,0.02,0.02,0.02,0.02,0,0.01,0.03,0,
10/02/2012,EBG,3.25,3.15,3.2,3.2,3.2,3.2,0,,3.19,0,
10/02/2012,EGL,0.38,0.35,0.38,0.38,0.38,0.38,0,0.37,0.38,0,
10/02/2012,ETI,0.11,0.1,0.1,0.1,0.1,0.1,0,0.1,0.11,"55,100.00",
10/02/2012,FML,2.36,2.2,2.2,2.2,2.2,2.2,0,,2.19,0,
10/02/2012,GCB,1.95,1.85,1.85,1.85,1.85,1.85,0,,1.85,"10,200.00",
10/02/2012,GGBL,1.54,1.53,1.54,1.54,1.54,1.54,0,1.54,,0,
10/02/2012,GOIL,0.33,0.32,0.33,0.33,0.33,0.33,0,0.33,,0,
10/02/2012,GSR,2.75,2.75,2.75,2.75,2.75,2.75,0,,,0,
10/02/2012,GWEB,0.04,0.04,0.04,0.04,0.04,0.04,0,,,0,
10/02/2012,HFC,0.45,0.45,0.45,0.45,0.45,0.45,0,,,0,
10/02/2012,MLC,0.11,0.1,0.1,0.1,0.1,0.1,0,,0.11,"10,000.00",
10/02/2012,PBC,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,,"50,800.00",
10/02/2012,PKL,0.06,0.06,0.06,0.06,0.06,0.06,0,,,0,
10/02/2012,PZC,0.24,0.24,0.24,0.24,0.24,0.24,0,0.23,,0,
10/02/2012,SCB,49.11,45.48,49.09,49.09,49.11,49.11,0.02,49.11,,"1,250.00",
10/02/2012,SCB PREF,0.52,0.52,0.52,0.52,0.52,0.52,0,0.52,,0,
10/02/2012,SG-SSB,0.49,0.45,0.45,0.45,0.46,0.46,0.01,0.46,0.48,"19,000.00",
10/02/2012,SIC,0.4,0.35,0.36,0.36,0.36,0.36,0,0.35,0.36,0,
10/02/2012,SPL,0.04,0.03,0.04,0.04,0.04,0.04,0,0.03,0.04,0,
10/02/2012,SWL,0.02,0.02,0.02,0.02,0.02,0.02,0,,,0,
10/02/2012,TBL,0.4,0.4,0.4,0.4,0.4,0.4,0,,,0,
10/02/2012,TLW,31,30,31,31,31,31,0,30.5,,500,
10/02/2012,TOTAL,21.27,19.83,21.27,21.27,21.27,21.27,0,21.26,,350,
10/02/2012,TRANSOL,0.05,0.05,0.05,0.05,0.05,0.05,0,,0.05,0,
10/02/2012,UNIL,7.46,6.63,7.46,7.46,7.46,7.46,0,7.46,,200,
10/02/2012,UTB,0.32,0.3,0.31,0.31,0.31,0.31,0,,0.31,"1,100.00",
13/02/2012,AADS,0.51,0.5,0.51,0.51,0.51,0.51,0,,,0,
13/02/2012,ACI,0.08,0.08,0.08,0.08,0.08,0.08,0,,0.08,0,
13/02/2012,AGA,34,34,34,34,34,34,0,34,,0,
13/02/2012,ALW,0.13,0.13,0.13,0.13,0.13,0.13,0,,0.13,0,
13/02/2012,AYRTN,0.17,0.17,0.17,0.17,0.17,0.17,0,0.17,,0,
13/02/2012,BOPP,1.77,1.1,1.77,1.77,1.77,1.77,0,,1.8,"4,000.00",
13/02/2012,GOIL,0.33,0.32,0.33,0.33,0.33,0.33,0,0.32,0.33,"7,900.00",
13/02/2012,GSR,2.75,2.75,2.75,2.75,2.75,2.75,0,,,0,
13/02/2012,GWEB,0.04,0.04,0.04,0.04,0.04,0.04,0,,,0,
13/02/2012,HFC,0.45,0.45,0.45,0.45,0.45,0.45,0,,0.45,0,
13/02/2012,MLC,0.11,0.1,0.1,0.1,0.1,0.1,0,,0.11,0,
13/02/2012,PBC,0.25,0.25,0.25,0.25,0.25,0.25,0,,0.25,"20,600.00",
13/02/2012,PKL,0.06,0.06,0.06,0.06,0.06,0.06,0,,,0,
13/02/2012,PZC,0.24,0.24,0.24,0.24,0.24,0.24,0,,,0,
13/02/2012,SCB,49.11,45.48,49.11,49.11,49.11,49.11,0,49.09,49.5,0,
13/02/2012,SCB PREF,0.52,0.52,0.52,0.52,0.52,0.52,0,,,0,
13/02/2012,SG-SSB,0.49,0.45,0.46,0.46,0.45,0.45,-0.01,0.45,0.46,"4,300.00",
13/02/2012,SIC,0.4,0.35,0.36,0.36,0.36,0.36,0,0.35,0.36,900,
13/02/2012,SPL,0.04,0.03,0.04,0.04,0.04,0.04,0,,0.04,0,
13/02/2012,SWL,0.02,0.02,0.02,0.02,0.02,0.02,0,,,0,
13/02/2012,TBL,0.4,0.4,0.4,0.4,0.4,0.4,0,,0.46,0,
13/02/2012,TLW,31,30,31,31,31,31,0,31,32,0,
13/02/2012,TOTAL,21.27,19.83,21.27,21.27,21.27,21.27,0,21.29,,0,
13/02/2012,TRANSOL,0.05,0.05,0.05,0.05,0.05,0.05,0,,0.05,0,
13/02/2012,UNIL,7.46,6.63,7.46,7.46,7.46,7.46,0,7.49,,0,
13/02/2012,UTB,0.32,0.3,0.31,0.31,0.31,0.31,0,,0.31,200,
13/02/2012,CAL,0.28,0.26,0.27,0.27,0.27,0.27,0,0.26,0.27,"2,800.00",
13/02/2012,CLYD,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.05,0,
13/02/2012,CMLT,0.12,0.11,0.11,0.11,0.11,0.11,0,0.11,,0,
13/02/2012,CPC,0.03,0.02,0.02,0.02,0.02,0.02,0,,0.03,0,
13/02/2012,EBG,3.25,3.15,3.2,3.2,3.2,3.2,0,3.18,3.2,800,
13/02/2012,EGL,0.38,0.35,0.38,0.38,0.38,0.38,0,0.37,,"10,700.00",
13/02/2012,ETI,0.11,0.1,0.1,0.1,0.1,0.1,0,0.1,0.11,0,
13/02/2012,FML,2.36,2.2,2.2,2.2,2.2,2.2,0,2.2,2.4,"32,200.00",
13/02/2012,GCB,1.95,1.85,1.85,1.85,1.84,1.84,-0.01,1.84,1.85,"1,400.00",
14/02/2012,AADS,0.51,0.5,0.51,0.51,0.51,0.51,0,,,0,
14/02/2012,ACI,0.08,0.08,0.08,0.08,0.08,0.08,0,,,0,
14/02/2012,AGA,34,34,34,34,34,34,0,,,0,
14/02/2012,ALW,0.13,0.13,0.13,0.13,0.12,0.12,-0.01,,0.12,400,
14/02/2012,AYRTN,0.17,0.17,0.17,0.17,0.17,0.17,0,0.17,,0,
14/02/2012,BOPP,1.77,1.1,1.77,1.77,1.77,1.77,0,,1.8,"4,400.00",
14/02/2012,CAL,0.28,0.26,0.27,0.27,0.27,0.27,0,0.28,0.27,"4,400.00",
14/02/2012,CLYD,0.04,0.04,0.04,0.04,0.04,0.04,0,,,0,
14/02/2012,CMLT,0.12,0.11,0.11,0.11,0.11,0.11,0,0.11,,0,
14/02/2012,CPC,0.03,0.02,0.02,0.02,0.02,0.02,0,0.01,0.03,"3,400.00",
14/02/2012,EBG,3.25,3.15,3.2,3.2,3.2,3.2,0,,3.2,100,
14/02/2012,EGL,0.38,0.35,0.38,0.38,0.38,0.38,0,0.38,,0,
14/02/2012,ETI,0.11,0.1,0.1,0.1,0.1,0.1,0,0.1,0.11,"106,500.00",
14/02/2012,FML,2.36,2.2,2.2,2.2,2.2,2.2,0,2.2,2.25,"21,400.00",
14/02/2012,GCB,1.95,1.85,1.84,1.84,1.84,1.84,0,,1.84,300,
14/02/2012,GGBL,1.54,1.53,1.54,1.54,1.54,1.54,0,1.55,,0,
14/02/2012,GOIL,0.33,0.32,0.33,0.33,0.33,0.33,0,0.32,0.33,0,
14/02/2012,GSR,2.75,2.75,2.75,2.75,2.75,2.75,0,,,0,
14/02/2012,GWEB,0.04,0.04,0.04,0.04,0.04,0.04,0,,,0,
14/02/2012,HFC,0.45,0.45,0.45,0.45,0.45,0.45,0,,0.45,0,
14/02/2012,MLC,0.11,0.1,0.1,0.1,0.1,0.1,0,,0.11,0,
14/02/2012,PBC,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.27,0,
14/02/2012,PKL,0.06,0.06,0.06,0.06,0.06,0.06,0,,,0,
14/02/2012,PZC,0.24,0.24,0.24,0.24,0.24,0.24,0,0.23,0.24,0,
14/02/2012,SCB,49.5,45.48,49.11,49.11,49.5,49.5,0.39,49.5,,330,
14/02/2012,SCB PREF,0.52,0.52,0.52,0.52,0.52,0.52,0,,,0,
14/02/2012,SG-SSB,0.49,0.45,0.45,0.45,0.46,0.46,0.01,0.45,0.46,"3,200.00",
14/02/2012,SIC,0.4,0.35,0.36,0.36,0.36,0.36,0,0.36,0.38,800,
14/02/2012,SPL,0.04,0.03,0.04,0.04,0.04,0.04,0,,0.04,0,
14/02/2012,SWL,0.02,0.02,0.02,0.02,0.02,0.02,0,,,0,
14/02/2012,TBL,0.4,0.4,0.4,0.4,0.4,0.4,0,,,0,
14/02/2012,TLW,31,30,31,31,31.05,31,0,31.05,32,"1,650.00",
14/02/2012,TOTAL,21.28,19.83,21.27,21.27,21.27,21.28,0.01,21.27,21.28,300,
14/02/2012,TRANSOL,0.05,0.05,0.05,0.05,0.05,0.05,0,,0.05,0,
14/02/2012,UNIL,7.5,6.63,7.46,7.46,7.5,7.5,0.04,7.5,,500,
14/02/2012,UTB,0.32,0.3,0.31,0.31,0.31,0.31,0,,0.31,0,
15/02/2012,AADS,0.51,0.5,0.51,0.51,0.51,0.51,0,,,0,
15/02/2012,ACI,0.08,0.08,0.08,0.08,0.08,0.08,0,,,0,
15/02/2012,AGA,34,34,34,34,34,34,0,34,,0,
15/02/2012,ALW,0.13,0.13,0.12,0.12,0.12,0.12,0,,0.13,0,
15/02/2012,AYRTN,0.17,0.17,0.17,0.17,0.17,0.17,0,0.17,,0,
15/02/2012,BOPP,1.77,1.1,1.77,1.77,1.77,1.77,0,,1.77,0,
15/02/2012,CAL,0.28,0.26,0.27,0.27,0.26,0.27,0,0.26,0.27,"10,200.00",
15/02/2012,CLYD,0.04,0.04,0.04,0.04,0.04,0.04,0,,,0,
15/02/2012,CMLT,0.12,0.11,0.11,0.11,0.11,0.11,0,0.11,,0,
15/02/2012,CPC,0.03,0.02,0.02,0.02,0.02,0.02,0,0.01,0.02,0,
15/02/2012,EBG,3.25,3.15,3.2,3.2,3.2,3.2,0,,3.25,"3,000.00",
15/02/2012,EGL,0.38,0.35,0.38,0.38,0.38,0.38,0,0.38,,0,
15/02/2012,ETI,0.11,0.1,0.1,0.1,0.1,0.1,0,,0.11,"12,300.00",
15/02/2012,FML,2.36,2.2,2.2,2.2,2.2,2.2,0,2.2,2.4,"5,000.00",
15/02/2012,GCB,1.95,1.85,1.84,1.84,1.84,1.84,0,1.8,1.84,100,
15/02/2012,GGBL,1.55,1.53,1.54,1.54,1.55,1.55,0.01,1.55,1.6,300,
15/02/2012,GOIL,0.33,0.32,0.33,0.33,0.32,0.32,-0.01,0.32,0.33,"6,100.00",
15/02/2012,GSR,2.75,2.75,2.75,2.75,2.75,2.75,0,,,0,
15/02/2012,GWEB,0.04,0.04,0.04,0.04,0.04,0.04,0,,,0,
15/02/2012,HFC,0.45,0.45,0.45,0.45,0.45,0.45,0,,0.45,0,
15/02/2012,MLC,0.11,0.1,0.1,0.1,0.1,0.1,0,,0.11,0,
15/02/2012,PBC,0.25,0.25,0.25,0.25,0.25,0.25,0,,0.25,"13,800.00",
15/02/2012,PKL,0.06,0.06,0.06,0.06,0.06,0.06,0,,,0,
15/02/2012,PZC,0.24,0.24,0.24,0.24,0.24,0.24,0,0.23,0.24,"1,000.00",
15/02/2012,SCB,49.5,45.48,49.5,49.5,49.5,49.5,0,49.5,51,0,
15/02/2012,SCB PREF,0.52,0.52,0.52,0.52,0.52,0.52,0,,,0,
15/02/2012,SG-SSB,0.49,0.45,0.46,0.46,0.46,0.46,0,0.46,0.47,900,
15/02/2012,SIC,0.4,0.35,0.36,0.36,0.38,0.38,0.02,0.36,0.38,600,
15/02/2012,SPL,0.04,0.03,0.04,0.04,0.04,0.04,0,0.03,0.04,0,
15/02/2012,SWL,0.02,0.02,0.02,0.02,0.02,0.02,0,,,0,
15/02/2012,TBL,0.4,0.4,0.4,0.4,0.4,0.4,0,,,0,
15/02/2012,TLW,32,30,31.06,31.06,32,32,0.94,32,,110,
15/02/2012,TOTAL,21.28,19.83,21.28,21.28,21.28,21.28,0,21.27,21.35,470,
15/02/2012,TRANSOL,0.05,0.05,0.05,0.05,0.05,0.05,0,,0.05,0,
15/02/2012,UNIL,7.5,6.63,7.5,7.5,7.5,7.5,0,7.5,,100,
15/02/2012,UTB,0.32,0.3,0.31,0.31,0.31,0.31,0,,0.31,0,
16/02/2012,AADS,0.51,0.5,0.51,0.51,0.51,0.51,0,,,0,
16/02/2012,ACI,0.08,0.08,0.08,0.08,0.08,0.08,0,,,0,
16/02/2012,AGA,34,34,34,34,34,34,0,34,,0,
16/02/2012,ALW,0.13,0.13,0.12,0.12,0.12,0.12,0,,0.13,0,
16/02/2012,AYRTN,0.17,0.17,0.17,0.17,0.17,0.17,0,0.17,,"3,000.00",
16/02/2012,BOPP,1.77,1.1,1.77,1.77,1.77,1.77,0,1.77,1.8,"48,400.00",
16/02/2012,CAL,0.28,0.26,0.27,0.27,0.27,0.27,0,0.26,0.27,"1,000,100.00",
16/02/2012,CLYD,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.04,0,
16/02/2012,CMLT,0.12,0.11,0.11,0.11,0.11,0.11,0,,,0,
16/02/2012,CPC,0.03,0.02,0.02,0.02,0.02,0.02,0,0.01,0.02,0,
16/02/2012,EBG,3.25,3.15,3.2,3.2,3.2,3.2,0,,3.2,0,
16/02/2012,EGL,0.38,0.35,0.38,0.38,0.38,0.38,0,0.38,,"10,000.00",
16/02/2012,ETI,0.11,0.1,0.1,0.1,0.1,0.1,0,,0.11,"11,100.00",
16/02/2012,FML,2.36,2.2,2.2,2.2,2.2,2.2,0,,2.2,400,
16/02/2012,GOIL,0.33,0.32,0.32,0.32,0.33,0.33,0.01,0.32,,"53,300.00",
16/02/2012,GSR,2.75,2.75,2.75,2.75,2.75,2.75,0,,,0,
16/02/2012,GWEB,0.04,0.04,0.04,0.04,0.04,0.04,0,,,0,
16/02/2012,HFC,0.45,0.45,0.45,0.45,0.45,0.45,0,,0.45,"1,600.00",
16/02/2012,MLC,0.11,0.1,0.1,0.1,0.1,0.1,0,,0.11,0,
16/02/2012,PBC,0.25,0.25,0.25,0.25,0.25,0.25,0,,0.25,"10,200.00",
16/02/2012,PKL,0.06,0.06,0.06,0.06,0.06,0.06,0,,,0,
16/02/2012,PZC,0.24,0.24,0.24,0.24,0.24,0.24,0,0.23,0.24,800,
16/02/2012,SCB,49.5,45.48,49.5,49.5,49.5,49.5,0,,49.5,100,
16/02/2012,SCB PREF,0.52,0.52,0.52,0.52,0.52,0.52,0,,,0,
16/02/2012,SG-SSB,0.49,0.45,0.46,0.46,0.46,0.46,0,0.45,0.46,"2,300.00",
16/02/2012,SIC,0.4,0.35,0.38,0.38,0.35,0.35,-0.03,0.35,0.38,"7,000.00",
16/02/2012,SPL,0.04,0.03,0.04,0.04,0.04,0.04,0,,,0,
16/02/2012,SWL,0.02,0.02,0.02,0.02,0.02,0.02,0,,,0,
16/02/2012,TBL,0.4,0.4,0.4,0.4,0.4,0.4,0,,,0,
16/02/2012,TLW,32,30,32,32,32,32,0,32.5,,0,
16/02/2012,TOTAL,21.33,19.83,21.28,21.28,21.35,21.33,0.05,,,310,
16/02/2012,TRANSOL,0.05,0.05,0.05,0.05,0.05,0.05,0,,,0,
16/02/2012,UNIL,7.55,6.63,7.5,7.5,7.55,7.55,0.05,7.55,,500,
16/02/2012,UTB,0.32,0.3,0.31,0.31,0.31,0.31,0,,0.31,0,
16/02/2012,GCB,1.95,1.85,1.84,1.84,1.84,1.84,0,,1.84,100,
16/02/2012,GGBL,1.55,1.53,1.55,1.55,1.55,1.55,0,1.55,,0,
16/02/2012,GOIL,0.33,0.32,0.32,0.32,0.33,0.33,0.01,0.32,,"53,300.00",
16/02/2012,GSR,2.75,2.75,2.75,2.75,2.75,2.75,0,,,0,
16/02/2012,GWEB,0.04,0.04,0.04,0.04,0.04,0.04,0,,,0,
16/02/2012,HFC,0.45,0.45,0.45,0.45,0.45,0.45,0,,0.45,"1,600.00",
16/02/2012,MLC,0.11,0.1,0.1,0.1,0.1,0.1,0,,0.11,0,
16/02/2012,PBC,0.25,0.25,0.25,0.25,0.25,0.25,0,,0.25,"10,200.00",
16/02/2012,PKL,0.06,0.06,0.06,0.06,0.06,0.06,0,,,0,
16/02/2012,PZC,0.24,0.24,0.24,0.24,0.24,0.24,0,0.23,0.24,800,
17/02/2012,AADS,0.51,0.5,0.51,0.51,0.51,0.51,0,0.51,,0,
17/02/2012,ACI,0.08,0.08,0.08,0.08,0.08,0.08,0,,,0,
17/02/2012,AGA,34,34,34,34,34,34,0,34,,0,
17/02/2012,ALW,0.13,0.13,0.12,0.12,0.12,0.12,0,,0.13,0,
17/02/2012,AYRTN,0.17,0.17,0.17,0.17,0.17,0.17,0,0.17,,0,
17/02/2012,BOPP,1.78,1.1,1.77,1.77,1.8,1.78,0.01,,1.8,"24,400.00",
